"Nom_com";"id_insee";"annee";"PO";"LP";"LH";"LC";"Autres";"totalRP";"PO_coll";"LP_coll";"LH_coll";"LC_coll";"Autres_coll";"total_RP_coll";"PO_ind";"LP_ind";"LH_ind";"LC_ind";"Autres_ind";"total_RP_ind";"PO_1_piece";"LP_1_piece";"LH_1_piece";"LC_1_piece";"Autres_1_piece";"total_RP_1_piece";"PO_2_pieces";"LP_2_pieces";"LH_2_pieces";"LC_2_pieces";"Autres_2_pieces";"total_RP_2_pieces";"PO_3_pieces";"LP_3_pieces";"LH_3_pieces";"LC_3_pieces";"Autres_3_pieces";"total_RP_3_pieces";"PO_4_pieces";"LP_4_pieces";"LH_4_pieces";"LC_4_pieces";"Autres_4_pieces";"total_RP_4_pieces";"PO_5_pieces";"LP_5_pieces";"LH_5_pieces";"LC_5_pieces";"Autres_5_pieces";"total_RP_5_pieces";"PO_6et+_pieces";"LP_6et+_pieces";"LH_6et+_pieces";"LC_6et+_pieces";"Autres_6et+_pieces";"total_RP_6et+_pieces";"PO_nbpi_ecart_type";"LP_nbpi_ecart_type";"LH_nbpi_ecart_type";"LC_nbpi_ecart_type";"Autres_nbpi_ecart_type";"total_RP_nbpi_ecart_type";"PO_nbpi_moyenne";"LP_nbpi_moyenne";"LH_nbpi_moyenne";"LC_nbpi_moyenne";"Autres_nbpi_moyenne";"total_RP_nbpi_moyenne";"PO_nbpi_mediane";"LP_nbpi_mediane";"LH_nbpi_mediane";"LC_nbpi_mediane";"Autres_nbpi_mediane";"total_RP_nbpi_mediane";"PO_<9m²";"LP_<9m²";"LH_<9m²";"LC_<9m²";"Autres_<9m²";"total_RP_<9m²";"PO_10-20m²";"LP_10-20m²";"LH_10-20m²";"LC_10-20m²";"Autres_10-20m²";"total_RP_10-20m²";"PO_20-35m²";"LP_20-35m²";"LH_20-35m²";"LC_20-35m²";"Autres_20-35m²";"total_RP_20-35m²";"PO_35-54m²";"LP_35-54m²";"LH_35-54m²";"LC_35-54m²";"Autres_35-54m²";"total_RP_35-54m²";"PO_55-74m²";"LP_55-74m²";"LH_55-74m²";"LC_55-74m²";"Autres_55-74m²";"total_RP_55-74m²";"PO_75-94m²";"LP_75-94m²";"LH_75-94m²";"LC_75-94m²";"Autres_75-94m²";"total_RP_75-94m²";"PO_>94m²";"LP_>94m²";"LH_>94m²";"LC_>94m²";"Autres_>94m²";"total_RP_>94m²";"PO_surfh_ecart_type";"LP_surfh_ecart_type";"LH_surfh_ecart_type";"LC_surfh_ecart_type";"Autres_surfh_ecart_type";"total_RP_surfh_ecart_type";"PO_surfh_moyenne";"LP_surfh_moyenne";"LH_surfh_moyenne";"LC_surfh_moyenne";"Autres_surfh_moyenne";"total_RP_surfh_moyenne";"PO_surfh_mediane";"LP_surfh_mediane";"LH_surfh_mediane";"LC_surfh_mediane";"Autres_surfh_mediane";"total_RP_surfh_mediane";"PO_<1915";"LP_<1915";"LH_<1915";"LC_<1915";"Autres_<1915";"total_RP_<1915";"PO_1915-1948";"LP_1915-1948";"LH_1915-1948";"LC_1915-1948";"Autres_1915-1948";"total_RP_1915-1948";"PO_1949-1967";"LP_1949-1967";"LH_1949-1967";"LC_1949-1967";"Autres_1949-1967";"total_RP_1949-1967";"PO_1968-1974";"LP_1968-1974";"LH_1968-1974";"LC_1968-1974";"Autres_1968-1974";"total_RP_1968-1974";"PO_1975-1981";"LP_1975-1981";"LH_1975-1981";"LC_1975-1981";"Autres_1975-1981";"total_RP_1975-1981";"PO_1982-1989";"LP_1982-1989";"LH_1982-1989";"LC_1982-1989";"Autres_1982-1989";"total_RP_1982-1989";"PO_1990-1998";"LP_1990-1998";"LH_1990-1998";"LC_1990-1998";"Autres_1990-1998";"total_RP_1990-1998";"PO_>1998";"LP_>1998";"LH_>1998";"LC_>1998";"Autres_>1998";"total_RP_>1998";"PO_acons_ecart_type";"LP_acons_ecart_type";"LH_acons_ecart_type";"LC_acons_ecart_type";"Autres_acons_ecart_type";"total_RP_acons_ecart_type";"PO_acons_moyenne";"LP_acons_moyenne";"LH_acons_moyenne";"LC_acons_moyenne";"Autres_acons_moyenne";"total_RP_acons_moyenne";"PO_acons_mediane";"LP_acons_mediane";"LH_acons_mediane";"LC_acons_mediane";"Autres_acons_mediane";"total_RP_acons_mediane";"PO_ss_conf";"LP_ss_conf";"LH_ss_conf";"LC_ss_conf";"Autres_ss_conf";"total_RP_ss_conf";"PO_conf_partiel";"LP_conf_partiel";"LH_conf_partiel";"LC_conf_partiel";"Autres_conf_partiel";"total_RP_conf_partiel";"PO_tout_conf";"LP_tout_conf";"LH_tout_conf";"LC_tout_conf";"Autres_tout_conf";"total_RP_tout_conf";"PO_cc_1-4";"LP_cc_1-4";"LH_cc_1-4";"LC_cc_1-4";"Autres_cc_1-4";"total_RP_cc_1-4";"PO_cc_5";"LP_cc_5";"LH_cc_5";"LC_cc_5";"Autres_cc_5";"total_RP_cc_5";"PO_cc_6";"LP_cc_6";"LH_cc_6";"LC_cc_6";"Autres_cc_6";"total_RP_cc_6";"PO_cc7-8";"LP_cc7-8";"LH_cc7-8";"LC_cc7-8";"Autres_cc7-8";"total_RP_cc7-8"
"San-Gavino-di-Tenda";"2B301";2019;"s";"s";"0";"s";"s";28;"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";".";"s";"s";2;"s";"s";".";"s";"s";"4";"s";"s";".";"s";"s";4;"0";"0";"0";0;0;"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";".";"s";"s";34;"s";"s";".";"s";"s";81;"s";"s";".";"s";"s";83;"s";"s";"0";"s";"s";"13";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";"s";"s";124;"s";"s";".";"s";"s";1873;"s";"s";".";"s";"s";1895;"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"14";"0";"s";"0";"0";"0";"s"
"San-Giovanni-di-Moriani";"2B302";2019;"s";"s";"0";"s";"s";37;"s";"s";"0";"s";"s";"15";"s";"s";"0";"s";"s";"22";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"11";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";"s";"s";2;"s";"s";".";"s";"s";"4";"s";"s";".";"s";"s";4;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"11";"s";"s";".";"s";"s";36;"s";"s";".";"s";"s";84;"s";"s";".";"s";"s";80;"s";"s";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";"s";"s";147;"s";"s";".";"s";"s";1797;"s";"s";".";"s";"s";1770;"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"26";"s";"s";"0";"0";"0";"s"
"San-Giuliano";"2B303";2019;"138";"106";"0";"0";"12";256;"s";"s";"0";"0";"s";"103";"s";"s";"0";"0";"s";"153";"s";"s";"0";"0";"0";"15";"s";"23";"0";"0";"s";"42";"s";"36";"0";"0";"s";"69";"52";"s";"0";"0";"s";"89";"s";"s";"0";"0";"0";"26";"s";"s";"0";"0";"0";"15";"1";"1";".";".";"1";1;"4";"s";".";".";"3";"3";"4";"3";".";".";"3";4;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"36";"0";"0";"s";"55";"28";"s";"0";"0";"s";"52";"s";"26";"0";"0";"s";"54";"60";"s";"0";"0";"s";"78";"44";"25";".";".";"26";39;"95";"66";".";".";"72";82;"86";"65";".";".";"72";77;"13";"s";"0";"0";"s";"25";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"31";"s";"25";"0";"0";"s";"51";"s";"17";"0";"0";"s";"36";"25";"s";"0";"0";"s";"39";"s";"s";"0";"0";"0";"s";"27";"s";"0";"0";"s";"51";"74";"74";".";".";"85";74;"1962";"1961";".";".";"1954";1961;"1980";"1978";".";".";"1976";1979;"s";"s";"0";"0";"s";"13";"92";"s";"0";"0";"s";"178";"s";"s";"0";"0";"s";"65";"0";"0";"0";"0";"0";"0";"108";"s";"0";"0";"s";"185";"s";"26";"0";"0";"s";"54";"s";"s";"0";"0";"s";"17"
"San-Lorenzo";"2B304";2019;"33";"s";"0";"s";"s";45;"s";"s";"0";"s";"s";"17";"s";"s";"0";"s";"s";"28";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"12";"s";"0";"0";"s";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"2";"s";".";"s";"s";2;"4";"s";".";"s";"s";"4";"4";"s";".";"s";"s";4;"0";"0";"0";0;0;"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"11";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"0";"14";"48";"s";".";"s";"s";44;"88";"s";".";"s";"s";83;"80";"s";".";"s";"s";76;"s";"s";"0";"s";"0";"23";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"99";"s";".";"s";"s";108;"1898";"s";".";"s";"s";1891;"1902";"s";".";"s";"s";1901;"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"26";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s"
"San-Martino-di-Lota";"2B305";2019;"796";"365";"s";"0";"70";1262;"433";"s";"s";"0";"s";"811";"363";"s";"s";"0";"s";"451";"s";"55";"0";"0";"s";"98";"s";"s";"s";"0";"s";"183";"197";"104";"18";"0";"23";"342";"291";"79";"s";"0";"s";"397";"127";"s";"s";"0";"s";"156";"72";"s";"0";"0";"s";"86";"1";"1";"1";".";"1";1;"4";"3";"3";".";"3";"4";"4";"3";"3";".";"3";4;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"0";"13";"s";"59";"0";"0";"s";"97";"s";"89";"s";"0";"s";"185";"137";"91";"s";"0";"s";"260";"194";"71";"s";"0";"s";"288";"350";"s";"0";"0";"s";"419";"40";"32";"12";".";"39";40;"94";"64";"68";".";"80";84;"89";"60";"65";".";"75";80;"131";"55";"0";"0";"17";"203";"s";"s";"0";"0";"s";"s";"83";"s";"0";"0";"s";"132";"162";"73";"0";"0";"18";"253";"90";"s";"0";"0";"s";"136";"82";"s";"0";"0";"s";"134";"s";"s";"0";"0";"s";"s";"145";"75";"s";"0";"s";"259";"73";"74";"2";".";"80";73;"1953";"1955";"2009";".";"1936";1954;"1976";"1976";"2010";".";"1971";1976;"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"440";"s";"s";"0";"s";"712";"s";"s";"0";"0";"s";"s";"486";"220";"s";"0";"s";"768";"168";"93";"s";"0";"s";"291";"s";"s";"0";"0";"s";"s"
"Santa-Lucia-di-Mercurio";"2B306";2019;"33";"s";"0";"s";"s";53;"s";"s";"0";"s";"s";"20";"s";"s";"0";"s";"s";"33";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"17";"s";"s";"0";"s";"0";"16";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"1";"s";".";"s";"s";1;"4";"s";".";"s";"s";"4";"4";"s";".";"s";"s";4;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"12";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"15";"50";"s";".";"s";"s";44;"83";"s";".";"s";"s";76;"72";"s";".";"s";"s";64;"17";"s";"0";"s";"s";"31";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"71";"s";".";"s";"s";80;"1933";"s";".";"s";"s";1920;"1912";"s";".";"s";"s";1900;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"26";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"14";"s";"0";"s";"s";"25"
"Santa-Lucia-di-Moriani";"2B307";2019;"370";"238";"36";"s";"s";661;"98";"s";"s";"s";"s";"284";"272";"s";"s";"s";"s";"377";"s";"32";"0";"0";"s";"51";"38";"44";"s";"0";"s";"93";"92";"89";"s";"0";"s";"201";"149";"60";"s";"s";"s";"225";"48";"s";"s";"0";"s";"61";"s";"s";"0";"0";"0";"30";"1";"1";"1";"s";"s";1;"4";"3";"3";"s";"s";"3";"4";"3";"3";"s";"s";3;"0";"0";"0";0;0;"0";"0";"s";"0";"0";"0";"s";"s";"34";"0";"0";"s";"s";"s";"54";"s";"0";"s";"108";"46";"57";"s";"0";"s";"121";"97";"46";"s";"0";"s";"159";"162";"s";"0";"s";"s";"210";"39";"33";"12";"s";"s";38;"93";"68";"66";"s";"s";82;"90";"67";"65";"s";"s";79;"s";"14";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"18";"s";"0";"s";"s";"34";"20";"16";"0";"0";"0";"36";"29";"s";"0";"0";"s";"48";"74";"s";"0";"0";"s";"118";"43";"32";"s";"0";"s";"88";"171";"107";"s";"0";"s";"305";"55";"67";"10";"s";"s";60;"1985";"1979";"2006";"s";"s";1983;"1995";"1994";"2012";"s";"s";1995;"s";"s";"0";"0";"0";"s";"255";"184";"s";"s";"s";"479";"s";"s";"s";"0";"s";"s";"0";"0";"0";"0";"0";"0";"310";"192";"s";"0";"s";"538";"s";"s";"s";"s";"s";"s";"s";"s";"0";"0";"0";"s"
"Santa-Maria-di-Lota";"2B309";2019;"608";"151";"0";"s";"s";813;"220";"s";"0";"s";"s";"368";"388";"s";"0";"s";"s";"445";"s";"s";"0";"0";"s";"39";"s";"s";"0";"0";"s";"75";"113";"s";"0";"0";"s";"186";"239";"27";"0";"s";"s";"284";"133";"s";"0";"0";"s";"150";"s";"s";"0";"0";"s";"79";"1";"1";".";"s";"s";1;"4";"3";".";"s";"s";"4";"4";"3";".";"s";"s";4;"0";"s";"0";0;0;"s";"s";"s";"0";"0";"0";"s";"15";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"93";"83";"s";"0";"s";"s";"133";"146";"s";"0";"0";"s";"188";"323";"s";"0";"0";"s";"366";"42";"32";".";"s";"s";42;"105";"68";".";"s";"s";97;"97";"64";".";"s";"s";90;"52";"s";"0";"0";"s";"80";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"91";"23";"0";"0";"14";"128";"71";"s";"0";"0";"s";"88";"147";"38";"0";"0";"12";"197";"s";"s";"0";"0";"0";"s";"126";"s";"0";"0";"s";"154";"55";"64";".";"s";"s";57;"1970";"1959";".";"s";"s";1967;"1983";"1977";".";"s";"s";1981;"s";"s";"0";"0";"s";"s";"s";"89";"0";"s";"s";"s";"s";"s";"0";"0";"17";"287";"s";"s";"0";"0";"s";"s";"514";"s";"0";"0";"s";"676";"66";"s";"0";"s";"s";"96";"s";"s";"0";"0";"s";"s"
"Santa-Maria-Poggio";"2B311";2019;"202";"108";"s";"s";"s";348;"33";"52";"s";"s";"s";"96";"169";"56";"s";"s";"s";"252";"s";"s";"0";"0";"0";"22";"s";"25";"s";"0";"s";"47";"50";"33";"s";"s";"s";"97";"77";"25";"s";"s";"s";"121";"s";"s";"0";"0";"s";"46";"s";"s";"0";"0";"s";"15";"1";"1";"s";"s";"s";1;"4";"3";"s";"s";"s";"3";"4";"3";"s";"s";"s";4;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"0";"s";"s";"18";"0";"0";"s";"s";"s";"24";"0";"s";"s";"42";"32";"28";"s";"s";"s";"75";"45";"15";"s";"s";"s";"74";"97";"s";"0";"0";"s";"124";"38";"36";"s";"s";"s";38;"96";"69";"s";"s";"s";86;"92";"63";"s";"s";"s";81;"s";"s";"0";"s";"s";"24";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"20";"s";"s";"0";"0";"0";"42";"39";"19";"s";"s";"s";"84";"s";"27";"0";"0";"s";"50";"78";"s";"0";"s";"s";"110";"63";"75";"s";"s";"s";69;"1979";"1967";"s";"s";"s";1973;"1989";"1990";"s";"s";"s";1988;"s";"s";"0";"0";"0";"s";"139";"80";"0";"s";"s";"237";"s";"s";"s";"0";"s";"s";"0";"0";"0";"0";"0";"0";"176";"90";"s";"s";"s";"299";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"0";"s"
"San-Nicolao";"2B313";2019;"463";"331";"s";"s";"s";936;"234";"273";"s";"s";"17";"634";"229";"58";"s";"s";"15";"302";"s";"60";"0";"0";"s";"109";"71";"92";"s";"0";"s";"192";"136";"98";"58";"s";"s";"303";"130";"62";"s";"s";"s";"226";"49";"s";"0";"0";"s";"63";"s";"s";"0";"0";"s";"43";"1";"1";"1";"s";"s";1;"3";"3";"3";"s";"s";"3";"3";"3";"3";"s";"s";3;"0";"s";"0";0;0;"s";"s";"s";"0";"0";"0";"s";"s";"50";"0";"0";"s";"97";"71";"95";"s";"0";"s";"194";"92";"75";"58";"s";"s";"239";"78";"56";"s";"s";"s";"168";"171";"s";"0";"s";"s";"224";"42";"31";"12";"s";"s";37;"84";"63";"66";"s";"s";74;"80";"59";"67";"s";"s";69;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"38";"s";"0";"s";"s";"81";"39";"s";"0";"0";"s";"80";"55";"s";"0";"0";"s";"90";"41";"s";"0";"0";"s";"69";"55";"35";"s";"0";"s";"113";"194";"146";"s";"s";"s";"433";"76";"67";"6";"s";"s";70;"1972";"1977";"2007";"s";"s";1976;"1990";"1993";"2011";"s";"s";1995;"s";"s";"0";"0";"s";"18";"340";"268";"s";"s";"s";"662";"s";"s";"s";"0";"s";"256";"0";"0";"0";"0";"0";"0";"421";"302";"s";"s";"s";"862";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s"
"Santo-Pietro-di-Tenda";"2B314";2019;"127";"33";"0";"s";"s";176;"41";"s";"0";"s";"s";"66";"86";"s";"0";"s";"s";"110";"s";"s";"0";"0";"0";"20";"17";"s";"0";"s";"s";"30";"29";"s";"0";"s";"s";"46";"33";"s";"0";"0";"s";"46";"s";"s";"0";"0";"s";"23";"s";"0";"0";"0";"0";"s";"2";"1";".";"s";"s";2;"4";"3";".";"s";"s";"3";"4";"3";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"0";"0";"0";"0";"s";"21";"s";"0";"s";"s";"32";"16";"s";"0";"s";"s";"34";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"35";"s";"s";"0";"0";"s";"43";"49";"23";".";"s";"s";46;"81";"52";".";"s";"s";74;"80";"45";".";"s";"s";65;"72";"s";"0";"s";"s";"110";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"12";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"24";"109";"102";".";"s";"s";109;"1884";"1829";".";"s";"s";1870;"1900";"1800";".";"s";"s";1850;"s";"s";"0";"0";"s";"13";"99";"s";"0";"s";"s";"141";"s";"s";"0";"0";"0";"22";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"63";"65";"20";"0";"s";"s";"96";"s";"s";"0";"0";"s";"17"
"Santo-Pietro-di-Venaco";"2B315";2019;"68";"s";"0";"s";"s";122;"s";"s";"0";"s";"s";"64";"s";"s";"0";"s";"s";"58";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"22";"15";"s";"0";"s";"0";"30";"31";"s";"0";"0";"s";"42";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"1";"s";".";"s";"s";1;"4";"s";".";"s";"s";"3";"4";"s";".";"s";"s";3;"0";"0";"0";0;0;"0";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"17";"0";"s";"0";"30";"s";"s";"0";"0";"s";"15";"16";"s";"0";"0";"s";"28";"s";"s";"0";"0";"0";"34";"50";"s";".";"s";"s";46;"97";"s";".";"s";"s";79;"90";"s";".";"s";"s";78;"22";"s";"0";"s";"s";"45";"s";"0";"0";"0";"s";"s";"0";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"15";"s";"s";"0";"0";"0";"s";"21";"21";"0";"0";"0";"42";"87";"s";".";"s";"s";91;"1931";"s";".";"s";"s";1926;"1983";"s";".";"s";"s";1983;"s";"s";"0";"s";"0";"18";"43";"s";"0";"0";"s";"77";"s";"s";"0";"s";"s";"27";"0";"0";"0";"0";"0";"0";"37";"s";"0";"0";"s";"63";"s";"s";"0";"s";"0";"44";"s";"s";"0";"0";"0";"15"
"Santa-Reparata-di-Balagna";"2B316";2019;"362";"121";"s";"0";"25";528;"186";"s";"s";"0";"s";"311";"176";"s";"s";"0";"s";"217";"37";"s";"0";"0";"s";"58";"50";"s";"s";"0";"s";"80";"105";"44";"s";"0";"s";"164";"109";"30";"s";"0";"s";"154";"s";"s";"s";"0";"s";"48";"s";"s";"s";"0";"0";"24";"1";"1";"1";".";"1";1;"3";"3";"4";".";"3";"3";"3";"3";"4";".";"3";3;"s";"s";"0";0;0;"s";"s";"s";"0";"0";"s";"s";"33";"14";"0";"0";"0";"47";"52";"s";"s";"0";"s";"89";"58";"26";"s";"0";"s";"100";"80";"22";"s";"0";"s";"115";"116";"s";"s";"0";"s";"145";"44";"35";"18";".";"24";41;"81";"67";"78";".";"66";77;"80";"66";"81";".";"67";73;"92";"s";"0";"0";"s";"128";"15";"s";"0";"0";"s";"26";"s";"s";"0";"0";"s";"25";"s";"s";"0";"0";"s";"29";"48";"s";"0";"0";"s";"63";"47";"11";"s";"0";"s";"80";"17";"s";"0";"0";"s";"35";"106";"s";"0";"0";"s";"141";"82";"72";"2";".";"84";78;"1948";"1951";"1985";".";"1935";1949;"1980";"1978";"1986";".";"1973";1980;"36";"s";"0";"0";"s";"48";"194";"s";"0";"0";"s";"282";"132";"s";"s";"0";"s";"198";"s";"s";"0";"0";"0";"s";"216";"69";"s";"0";"s";"314";"130";"s";"0";"0";"s";"193";"s";"s";"0";"0";"0";"s"
"Santa-Reparata-di-Moriani";"2B317";2019;"16";"s";"0";"0";"s";27;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"12";"s";"s";"0";"0";"s";"s";"0";"s";"0";"0";"s";"s";"0";"s";"0";"0";"0";"s";"1";"s";".";".";"s";1;"2";"s";".";".";"s";"3";"3";"s";".";".";"s";3;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"20";"s";".";".";"s";26;"51";"s";".";".";"s";63;"50";"s";".";".";"s";60;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"113";"s";".";".";"s";101;"1780";"s";".";".";"s";1755;"1700";"s";".";".";"s";1700;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s"
"Taglio-Isolaccio";"2B318";2019;"165";"58";"0";"0";"19";242;"45";"s";"0";"0";"s";"83";"120";"s";"0";"0";"s";"159";"s";"s";"0";"0";"s";"19";"s";"s";"0";"0";"s";"34";"26";"s";"0";"0";"s";"56";"66";"s";"0";"0";"s";"79";"s";"0";"0";"0";"s";"27";"s";"s";"0";"0";"0";"27";"2";"1";".";".";"1";2;"4";"3";".";".";"2";"4";"4";"3";".";".";"2";4;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"25";"s";"0";"0";"s";"46";"s";"19";"0";"0";"s";"37";"s";"s";"0";"0";"s";"39";"89";"s";"0";"0";"s";"102";"48";"27";".";".";"26";46;"102";"70";".";".";"52";90;"101";"63";".";".";"46";85;"37";"s";"0";"0";"s";"61";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"27";"s";"0";"0";"s";"43";"s";"s";"0";"0";"s";"30";"s";"s";"0";"0";"0";"29";"s";"s";"0";"0";"0";"60";"76";"75";".";".";"89";79;"1953";"1952";".";".";"1882";1947;"1983";"1979";".";".";"1800";1980;"18";"s";"0";"0";"s";"31";"107";"s";"0";"0";"s";"155";"40";"s";"0";"0";"s";"56";"0";"0";"0";"0";"0";"0";"116";"s";"0";"0";"s";"161";"25";"s";"0";"0";"s";"38";"24";"s";"0";"0";"s";"43"
